"","number","name","year","theme","themeGroup","subtheme","category","packagingType","availability","ageRange","minifigs","pieces","retailPrice","pp","collections.ownedBy","collections.wantedBy"
"3665","75885","Ford Fiesta M-Sport WRC",2018,"Speed Champions","Licensed","Ford","Normal","Box","Retail",7,1,203,14.99,0.0738423645320197,9396,1712
"3666","75886","Ferrari 488 GT3 Scuderia Corsa",2018,"Speed Champions","Licensed","Ferrari","Normal","Box","Retail",NA,1,179,14.99,0.0837430167597765,8447,1670
"3667","75887","Porsche 919 Hybrid",2018,"Speed Champions","Licensed","Porsche","Normal","Box","Retail",NA,1,163,14.99,0.0919631901840491,5860,1945
"3668","75888","Porsche 911 RSR and 911 Turbo 3.0",2018,"Speed Champions","Licensed","Porsche","Normal","Box","Retail",NA,3,391,39.99,0.10227621483376,6856,2109
"3669","75889","Ferrari Ultimate Garage",2018,"Speed Champions","Licensed","Ferrari","Normal","Box","Retail",NA,7,841,99.99,0.118894173602854,3579,2305
"3670","75926","Pteranodon Chase",2018,"Jurassic World","Licensed","Fallen Kingdom","Normal","Box","Retail",NA,2,126,24.99,0.198333333333333,4523,906
"3671","75927","Stygimoloch Breakout",2018,"Jurassic World","Licensed","Fallen Kingdom","Normal","Box","Retail",NA,2,222,39.99,0.180135135135135,4589,1110
"3672","75928","Blue's Helicopter Pursuit",2018,"Jurassic World","Licensed","Fallen Kingdom","Normal","Box","Retail",NA,3,397,49.99,0.125919395465995,3874,1136
"3673","75929","Carnotaurus Gyrosphere Escape",2018,"Jurassic World","Licensed","Fallen Kingdom","Normal","Box","Retail",NA,3,577,79.99,0.138630849220104,3996,1256
"3674","75930","Indoraptor Rampage at Lockwood Estate",2018,"Jurassic World","Licensed","Fallen Kingdom","Normal","Box","Retail",NA,6,1019,129.99,0.12756624141315,3412,1597
"3675","75931","Dilophosaurus Outpost Attack",2018,"Jurassic World","Licensed","Fallen Kingdom","Normal","Box","Retail - limited",NA,3,289,48.73,0.168615916955017,2985,1220
"3676","75932","Jurassic Park Velociraptor Chase ",2018,"Jurassic World","Licensed","Jurassic Park","Normal","Box","Retail - limited",6,4,360,49.99,0.138861111111111,5550,1663
"3677","75933","T. Rex Transport",2018,"Jurassic World","Licensed","Fallen Kingdom","Normal","Box","{Not specified}",NA,3,609,69.99,0.114926108374384,3081,1279
"3678","75950","Aragog's Lair",2018,"Harry Potter","Licensed","Chamber of Secrets","Normal","Box","Retail",7,2,157,19.99,0.127324840764331,13947,1870
"3679","75951","Grindelwald's Escape",2018,"Harry Potter","Licensed","Fantastic Beasts","Normal","Box","Retail",7,2,132,29.99,0.22719696969697,11399,1831
"3680","75952","Newt's Case of Magical Creatures",2018,"Harry Potter","Licensed","Fantastic Beasts","Normal","Box","Retail",8,4,694,49.99,0.0720317002881844,9807,1994
"3681","75953","Hogwarts Whomping Willow",2018,"Harry Potter","Licensed","Chamber of Secrets","Normal","Box","Retail",NA,6,753,69.99,0.0929482071713147,17101,2670
"3682","75954","Hogwarts Great Hall",2018,"Harry Potter","Licensed","Philosopher's Stone","Normal","Box","Retail",NA,10,878,99.99,0.113883826879271,19070,3101
"3683","75955","Hogwarts Express",2018,"Harry Potter","Licensed","Prisoner of Azkaban","Normal","Box","Retail",8,6,801,89.99,0.112347066167291,20838,3165
"3684","75956","Quidditch Match",2018,"Harry Potter","Licensed","Philosopher's Stone","Normal","Box","Retail",NA,6,500,38.98,0.07796,12871,2674
"3685","75987","Omnic Bastion",2018,"Overwatch","Licensed","Promotional","Normal","Box","Retail - limited",10,0,182,25,0.137362637362637,1445,714
"3686","76089","Mighty Micros: Scarlet Spider vs. Sandman",2018,"Marvel Super Heroes","Licensed","Mighty Micros","Normal","Box","Retail",5,2,89,9.99,0.112247191011236,2440,782
"3687","76090","Mighty Micros: Star-Lord vs. Nebula",2018,"Marvel Super Heroes","Licensed","Mighty Micros","Normal","Box","Retail",5,2,86,9.99,0.116162790697674,3362,828
"3688","76091","Mighty Micros: Thor vs. Loki",2018,"Marvel Super Heroes","Licensed","Mighty Micros","Normal","Box","Retail",5,2,79,9.99,0.126455696202532,3071,811
"3689","76092","Mighty Micros: Batman vs. Harley Quinn",2018,"DC Comics Super Heroes","Licensed","Mighty Micros","Normal","Box","Retail",5,2,86,9.99,0.116162790697674,3025,820
"3690","76093","Mighty Micros: Nightwing vs. The Joker",2018,"DC Comics Super Heroes","Licensed","Mighty Micros","Normal","Box","Retail",5,2,84,9.99,0.118928571428571,2588,718
"3691","76094","Mighty Micros: Supergirl vs. Brainiac",2018,"DC Comics Super Heroes","Licensed","Mighty Micros","Normal","Box","Retail",5,2,80,9.99,0.124875,2523,695
"3692","76095","Aquaman: Black Manta Strike ",2018,"DC Comics Super Heroes","Licensed","Aquaman","Normal","Box","Retail",7,3,235,34.99,0.148893617021277,2567,1292
"3693","76096","Superman & Krypto Team-Up",2018,"DC Comics Super Heroes","Licensed","Justice League","Normal","Box","Retail",NA,2,199,24.99,0.125577889447236,3634,1234
"3694","76097","Lex Luthor Mech Takedown",2018,"DC Comics Super Heroes","Licensed","Justice League","Normal","Box","Retail",NA,5,406,39.99,0.0984975369458128,3085,1267
"3695","76098","Speed Force Freeze Pursuit",2018,"DC Comics Super Heroes","Licensed","Justice League","Normal","Box","Retail",6,4,271,34.99,0.129114391143911,3240,1367
"3696","76099","Rhino Face-Off by the Mine",2018,"Marvel Super Heroes","Licensed","Black Panther","Normal","Box","Retail",6,3,229,24.99,0.109126637554585,6586,1349
"3697","76100","Royal Talon Fighter Attack",2018,"Marvel Super Heroes","Licensed","Black Panther","Normal","Box","Retail",7,4,358,34.99,0.0977374301675978,5361,1603
"3698","76101","Outrider Dropship Attack",2018,"Marvel Super Heroes","Licensed","Avengers: Infinity War","Normal","Box","Retail",6,4,124,14.99,0.120887096774194,11052,1158
"3699","76102","Thor's Weapon Quest",2018,"Marvel Super Heroes","Licensed","Avengers: Infinity War","Normal","Box","Retail",6,3,223,24.99,0.112062780269058,13017,1431
"3700","76103","Corvus Glaive Thresher Attack",2018,"Marvel Super Heroes","Licensed","Avengers: Infinity War","Normal","Box","Retail",7,5,416,39.99,0.0961298076923077,6700,1646
"3701","76104","The Hulkbuster Smash-Up",2018,"Marvel Super Heroes","Licensed","Avengers: Infinity War","Normal","Box","Retail",7,4,375,34.99,0.0933066666666667,11295,1509
"3702","76105","The Hulkbuster: Ultron Edition",2018,"Marvel Super Heroes","Licensed","Avengers: Age of Ultron","Normal","Box","LEGO exclusive",14,1,1363,129.99,0.0953705062362436,6401,2727
"3703","76107","Thanos: Ultimate Battle",2018,"Marvel Super Heroes","Licensed","Avengers: Infinity War","Normal","Box","Retail",8,4,674,79.99,0.118679525222552,10115,1915
"3704","76108","Sanctum Sanctorum Showdown",2018,"Marvel Super Heroes","Licensed","Avengers: Infinity War","Normal","Box","Retail",8,5,1004,99.99,0.0995916334661354,10212,3205
"3705","76109","Quantum Realm Explorers",2018,"Marvel Super Heroes","Licensed","Ant-Man and the Wasp","Normal","Box","Retail",7,3,200,24.99,0.12495,7790,1719
"3706","76110","Batman: The Attack of the Talons",2018,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",6,3,155,24.99,0.161225806451613,3071,1081
"3707","76111","Batman: Brother Eye Takedown",2018,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",6,3,269,34.99,0.130074349442379,2955,1051
"3708","76112","App-Controlled Batmobile",2018,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",8,1,321,99.99,0.311495327102804,2838,1197
"3709","75223","Naboo Starfighter Microfighter",2019,"Star Wars","Licensed","MicroFighters","Normal","Box","Retail",NA,1,62,9.99,0.161129032258065,6549,1585
"3710","75224","Sith Infiltrator Microfighter",2019,"Star Wars","Licensed","MicroFighters","Normal","Box","Retail",NA,1,92,9.99,0.108586956521739,8055,1770
"3711","75225","Elite Praetorian Guard Battle Pack",2019,"Star Wars","Licensed","Episode VIII","Normal","Box","Retail",NA,5,109,14.99,0.137522935779817,10706,2371
"3712","75226","Inferno Squad Battle Pack",2019,"Star Wars","Licensed","Battlefront","Normal","Box","Retail",NA,4,118,14.99,0.127033898305085,9649,2812
"3713","75227","Darth Vader Bust",2019,"Star Wars","Licensed","Promotional","Normal","Box","Retail - limited",14,0,327,39.99,0.122293577981651,1841,2651
"3714","75228","Escape Pod vs. Dewback Microfighters",2019,"Star Wars","Licensed","MicroFighters","Normal","Box","Retail",NA,3,177,19.99,0.112937853107345,9105,2877
"3715","75229","Death Star Escape",2019,"Star Wars","Licensed","Episode IV","Normal","Box","Retail",7,4,329,29.99,0.0911550151975684,8298,2955
"3716","75232","Kylo Ren & Sith Trooper",2019,"BrickHeadz","Licensed","Star Wars","Normal","Box","Retail",10,0,240,19.99,0.0832916666666667,5256,1158
"3717","75233","Droid Gunship",2019,"Star Wars","Licensed","Episode III","Normal","Box","Retail",8,4,389,59.99,0.154215938303342,4472,3587
"3718","75234","AT-AP Walker",2019,"Star Wars","Licensed","Episode III","Normal","Box","Retail",9,5,689,68.23,0.0990275761973875,6271,3577
"3719","75235","X-wing Starfighter Trench Run",2019,"Star Wars","Licensed","Episode IV","Normal","Box","Retail",4,3,132,29.23,0.221439393939394,2991,1313
"3720","75236","Duel on Starkiller Base",2019,"Star Wars","Licensed","Episode VII","Normal","Box","Retail",NA,2,191,19.99,0.104659685863874,6483,1858
"3721","75237","TIE Fighter Attack",2019,"Star Wars","Licensed","Episode IV","Normal","Box","Retail",4,2,77,19.99,0.25961038961039,3673,1405
"3722","75238","Action Battle Endor Assault",2019,"Star Wars","Licensed","Episode VI","Normal","Box","Retail",7,2,193,29.23,0.151450777202073,3373,1110
"3723","75239","Action Battle Hoth Generator Attack",2019,"Star Wars","Licensed","Episode V","Normal","Box","Retail",7,2,235,29.23,0.124382978723404,2832,993
"3724","75240","Major Vonreg's TIE Fighter",2019,"Star Wars","Licensed","Resistance","Normal","Box","Retail",8,4,496,68.23,0.137560483870968,5991,2760
"3725","75241","Action Battle Echo Base Defense",2019,"Star Wars","Licensed","Episode V","Normal","Box","Retail",8,6,504,58.48,0.116031746031746,2622,1168
"3726","75242","Black Ace TIE Interceptor",2019,"Star Wars","Licensed","Resistance","Normal","Box","Retail",8,3,396,48.73,0.123055555555556,4561,2084
"3727","75243","Slave I - 20th Anniversary Edition",2019,"Star Wars","Licensed","Episode V","Normal","Box","Retail",10,5,1007,116.97,0.116156901688183,14069,4581
"3728","75244","Tantive IV",2019,"Star Wars","Licensed","Episode IV","Normal","Box","LEGO exclusive",12,6,1768,194.95,0.110265837104072,10996,5718
"3729","75245","LEGO Star Wars Advent Calendar",2019,"Star Wars","Licensed","Seasonal","Normal","Box","Retail",NA,9,280,29.99,0.107107142857143,8030,1340
"3730","75246","Death Star Cannon",2019,"Star Wars","Licensed","Episode IV","Normal","Box","Retail",7,2,159,19.49,0.122578616352201,8072,1548
"3731","75247","Rebel A-wing Starfighter",2019,"Star Wars","Licensed","Episode VI","Normal","Box","Retail",4,2,62,14.99,0.241774193548387,2964,1268
"3732","75248","Resistance A-wing Starfighter",2019,"Star Wars","Licensed","Episode IX","Normal","Box","Retail",7,2,269,29.23,0.108661710037175,11709,2099
"3733","75249","Resistance Y-wing Starfighter",2019,"Star Wars","Licensed","Episode IX","Normal","Box","Retail",8,5,578,69.99,0.121089965397924,11133,2270
"3734","75250","Pasaana Speeder Chase",2019,"Star Wars","Licensed","Episode IX","Normal","Box","Retail",8,4,373,48.73,0.130643431635389,6505,1668
"3735","75251","Darth Vader's Castle",2019,"Star Wars","Licensed","Miscellaneous","Normal","Box","Retail",9,6,1060,129.99,0.122632075471698,8804,4581
"3736","75252","Imperial Star Destroyer",2019,"Star Wars","Licensed","Ultimate Collector Series","Normal","Box","LEGO exclusive",16,2,4784,699.99,0.14631897993311,8472,6789
"3737","75253","Droid Commander",2019,"Star Wars","Licensed","Boost","Normal","Box","Retail",8,0,1177,194.95,0.165632965165675,2833,1722
"3738","75254","AT-ST Raider",2019,"Star Wars","Licensed","The Mandalorian","Normal","Box","Retail",8,4,540,59.99,0.111092592592593,18299,2553
"3739","75255","Yoda",2019,"Star Wars","Licensed","Episode III","Normal","Box","Retail",10,1,1771,119.99,0.0677526821005082,11268,1931
"3740","75256","Kylo Ren's Shuttle",2019,"Star Wars","Licensed","Episode IX","Normal","Box","Retail",10,6,1005,119.99,0.119393034825871,10108,3434
"3741","75257","Millennium Falcon",2019,"Star Wars","Licensed","Episode IX","Normal","Box","Retail",9,7,1351,169.99,0.125825314581791,10843,3188
"3742","75258","Anakin's Podracer – 20th Anniversary Edition",2019,"Star Wars","Licensed","Episode I","Normal","Box","Retail",7,3,279,29.23,0.104767025089606,15879,2782
"3743","75259","Snowspeeder – 20th Anniversary Edition",2019,"Star Wars","Licensed","Episode V","Normal","Box","Retail",7,4,309,39.99,0.129417475728155,12460,3666
"3744","75261","Clone Scout Walker  – 20th Anniversary Edition",2019,"Star Wars","Licensed","Episode III","Normal","Box","Retail",NA,5,250,29.99,0.11996,12100,3617
"3745","75262","Imperial Dropship  – 20th Anniversary Edition",2019,"Star Wars","Licensed","Original Content","Normal","Box","Retail",NA,5,125,19.99,0.15992,12849,3105
"3746","75810","The Upside Down",2019,"Stranger Things","Licensed",NA,"Normal","Box","LEGO exclusive",16,8,2287,199.99,0.0874464363795365,10487,3247
"3747","75890","Ferrari F40 Competizione",2019,"Speed Champions","Licensed","Ferrari","Normal","Box","Retail",NA,1,198,14.99,0.0757070707070707,12822,1402
"3748","75891","Chevrolet Camaro ZL1 Race Car",2019,"Speed Champions","Licensed","Chevrolet","Normal","Box","Retail",NA,1,198,14.99,0.0757070707070707,11157,1348
"3749","75892","McLaren Senna",2019,"Speed Champions","Licensed","McLaren","Normal","Box","Retail",NA,1,219,14.99,0.0684474885844749,14539,1419
"3750","75893","2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T",2019,"Speed Champions","Licensed","Dodge","Normal","Box","Retail",7,3,478,39.99,0.0836610878661088,8509,1766
"3751","75894","1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy",2019,"Speed Champions","Licensed","Mini","Normal","Box","Retail",NA,4,481,48.73,0.101309771309771,6041,2180
"3752","75895","1974 Porsche 911 Turbo 3.0",2019,"Speed Champions","Licensed","Porsche","Normal","Box","Retail",7,1,180,14.99,0.0832777777777778,14501,1753
"3753","75934","Dilophosaurus on the Loose",2019,"Jurassic World","Licensed","Legend of Isla Nublar","Normal","Box","Retail",NA,3,168,24.36,0.145,3431,1166
"3754","75935","Baryonyx Face-Off: The Treasure Hunt",2019,"Jurassic World","Licensed","Legend of Isla Nublar","Normal","Box","Retail",NA,4,434,59.99,0.138225806451613,3209,1195
"3755","75936","Jurassic Park: T. rex Rampage",2019,"Jurassic World","Licensed","Jurassic Park","Normal","Box","LEGO exclusive",16,6,3120,249.99,0.080125,5232,2913
"3756","75937","Triceratops Rampage",2019,"Jurassic World","Licensed","Legend of Isla Nublar","Normal","Box","Retail",NA,4,447,58.48,0.13082774049217,2707,1340
"3757","75938","T. rex vs Dino-Mech Battle",2019,"Jurassic World","Licensed","Legend of Isla Nublar","Normal","Box","Retail",NA,4,716,87.72,0.122513966480447,1813,1351
"3758","75945","Expecto Patronum",2019,"Harry Potter","Licensed","Prisoner of Azkaban","Normal","Box","Retail",7,4,121,19.49,0.161074380165289,14702,2121
"3759","75946","Hungarian Horntail Triwizard Challenge",2019,"Harry Potter","Licensed","Goblet of Fire","Normal","Box","Retail",NA,4,265,34.11,0.128716981132075,9595,2166
"3760","75947","Hagrid's Hut: Buckbeak's Rescue",2019,"Harry Potter","Licensed","Prisoner of Azkaban","Normal","Box","Retail",NA,6,496,59.99,0.120947580645161,14921,2746
"3761","75948","Hogwarts Clock Tower",2019,"Harry Potter","Licensed","Goblet of Fire","Normal","Box","Retail",NA,8,922,99.99,0.108449023861171,15079,2544
"3762","75957","The Knight Bus",2019,"Harry Potter","Licensed","Prisoner of Azkaban","Normal","Box","Retail",8,3,403,39.99,0.0992307692307692,15170,2343
"3763","75958","Beauxbatons' Carriage: Arrival at Hogwarts ",2019,"Harry Potter","Licensed","Goblet of Fire","Normal","Box","Retail",8,4,430,48.73,0.113325581395349,8822,2703
"3764","75964","LEGO Harry Potter Advent Calendar",2019,"Harry Potter","Licensed","Seasonal","Normal","Box","Retail",7,8,305,24.99,0.0819344262295082,9550,1474
"3765","75965","The Rise of Voldemort",2019,"Harry Potter","Licensed","Goblet of Fire","Normal","Box","Retail",7,6,184,19.49,0.105923913043478,12953,2093
"3766","75970","Tracer vs. Widowmaker",2019,"Overwatch","Licensed",NA,"Normal","Box","Retail",8,2,129,14.99,0.116201550387597,4676,760
"3767","75971","Hanzo vs. Genji",2019,"Overwatch","Licensed",NA,"Normal","Box","Retail",8,3,197,24.36,0.123654822335025,3726,858
"3768","75972","Dorado Showdown",2019,"Overwatch","Licensed",NA,"Normal","Box","Retail",8,3,419,29.99,0.0715751789976134,3907,942
"3769","75973","D.Va & Reinhardt",2019,"Overwatch","Licensed",NA,"Normal","Box","Retail",10,2,455,39.99,0.0878901098901099,4547,1125
"3770","75974","Bastion",2019,"Overwatch","Licensed",NA,"Normal","Box","Retail",10,0,602,58.48,0.0971428571428571,3010,1111
"3771","75975","Watchpoint: Gibraltar",2019,"Overwatch","Licensed",NA,"Normal","Box","Retail",9,4,730,87.72,0.120164383561644,2916,1023
"3772","75976","Wrecking Ball",2019,"Overwatch","Licensed",NA,"Normal","Box","Retail",9,1,227,19.49,0.0858590308370044,3811,1051
"3773","75977","Junkrat & Roadhog",2019,"Overwatch","Licensed",NA,"Normal","Box","Retail",10,2,380,48.73,0.128236842105263,2659,1093
"3774","76113","Spider-Man Bike Rescue",2019,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",NA,3,235,24.36,0.103659574468085,3925,1193
"3775","76114","Spider-Man's Spider Crawler ",2019,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",NA,4,418,38.98,0.0932535885167464,3602,1430
"3776","76115","Spider Mech vs. Venom ",2019,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",8,4,604,48.73,0.0806788079470199,3331,1523
"3777","76116","Batman Batsub and the Underwater Clash",2019,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",7,3,174,24.99,0.143620689655172,2844,1103
"3778","76117","Batman Mech vs. Poison Ivy Mech ",2019,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",NA,4,375,39.99,0.10664,2228,1341
"3779","76118","Mr. Freeze Batcycle Battle",2019,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",6,3,200,24.36,0.1218,2846,1177
"3780","76119","Batmobile: Pursuit of The Joker",2019,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",NA,2,342,29.23,0.0854678362573099,7310,1743
"3781","76120","Batwing and The Riddler Heist",2019,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",NA,4,489,48.73,0.0996523517382413,2893,1418
"3782","76122","Batcave Clayface Invasion",2019,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",NA,6,1038,97.47,0.0939017341040462,2047,1468
"3783","76123","Captain America: Outriders Attack",2019,"Marvel Super Heroes","Licensed","Avengers: Endgame","Normal","Box","Retail",NA,4,167,24.36,0.145868263473054,5987,1055
"3784","76124","War Machine Buster",2019,"Marvel Super Heroes","Licensed","Avengers: Endgame","Normal","Box","Retail",7,4,362,34.11,0.0942265193370166,7747,1482
"3785","76125","Iron Man Hall of Armor",2019,"Marvel Super Heroes","Licensed","Avengers: Endgame","Normal","Box","Retail",7,6,524,59.99,0.114484732824427,11925,2205
"3786","76126","Avengers Ultimate Quinjet",2019,"Marvel Super Heroes","Licensed","Avengers: Endgame","Normal","Box","Retail",8,6,838,77.97,0.0930429594272076,6443,1940
"3787","76127","Captain Marvel and The Skrull Attack",2019,"Marvel Super Heroes","Licensed","Captain Marvel","Normal","Box","Retail",7,3,307,29.23,0.0952117263843648,5706,1568
"3788","76128","Molten Man Battle",2019,"Marvel Super Heroes","Licensed","Spider-Man: Far From Home","Normal","Box","Retail",NA,3,294,29.23,0.099421768707483,5644,1468
"3789","76129","Hydro-Man Attack",2019,"Marvel Super Heroes","Licensed","Spider-Man: Far From Home","Normal","Box","Retail",NA,4,471,39.99,0.0849044585987261,5335,1566
"3790","76130","Stark Jet and the Drone Attack",2019,"Marvel Super Heroes","Licensed","Spider-Man: Far From Home","Normal","Box","Retail",NA,4,504,58.48,0.116031746031746,3702,1631
"3791","76131","Avengers Compound Battle",2019,"Marvel Super Heroes","Licensed","Avengers: Endgame","Normal","Box","Retail",8,7,699,97.47,0.139442060085837,5158,1904
"3792","76133","Spider-Man Car Chase",2019,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",4,2,52,9.99,0.192115384615385,2696,737
"3793","76134","Spider-Man: Doc Ock Diamond Heist",2019,"Marvel Super Heroes","Licensed","Spider-Man","Normal","Box","Retail",4,3,150,29.99,0.199933333333333,1096,732
"3794","76137","Batman vs. The Riddler Robbery",2019,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",NA,2,59,9.74,0.165084745762712,1977,560
"3795","76138","Batman and The Joker Escape",2019,"DC Comics Super Heroes","Licensed","Batman","Normal","Box","Retail",NA,4,171,38.98,0.227953216374269,972,721
"3796","76139","1989 Batmobile",2019,"DC Comics Super Heroes","Licensed","Batman 1989","Normal","Box","LEGO exclusive",16,3,3306,249.99,0.0756170598911071,11058,3241
"3797","76144","Avengers Hulk Helicopter Rescue",2019,"Marvel Super Heroes","Licensed","Avengers: Endgame","Normal","Box","Retail",8,5,482,58.48,0.121327800829876,4039,1591
"3798","75263","Resistance Y-wing Microfighter",2020,"Star Wars","Licensed","Microfighters","Normal","Box","Retail",6,1,86,9.74,0.113255813953488,8715,1451
"3799","75264","Kylo Ren's Shuttle Microfighter",2020,"Star Wars","Licensed","Microfighters","Normal","Box","Retail",6,1,72,9.74,0.135277777777778,9417,1675
"3800","75265","T-16 Skyhopper vs Bantha Microfighters",2020,"Star Wars","Licensed","Microfighters","Normal","Box","Retail",6,2,198,19.49,0.0984343434343434,8584,2023
"3801","75266","Sith Troopers Battle Pack",2020,"Star Wars","Licensed","Episode IX","Normal","Box","Retail",NA,4,105,14.99,0.142761904761905,15267,1943
"3802","75267","Mandalorian Battle Pack",2020,"Star Wars","Licensed","The Mandalorian","Normal","Box","Retail",6,4,102,14.99,0.146960784313726,28481,2511
"3803","75268","Snowspeeder",2020,"Star Wars","Licensed","Episode V","Normal","Box","Retail",4,2,91,19.99,0.21967032967033,4930,1304
"3804","75269","Duel on Mustafar ",2020,"Star Wars","Licensed","Episode III","Normal","Box","Retail",7,2,208,24.99,0.120144230769231,11909,2141
"3805","75270","Obi-Wan's Hut",2020,"Star Wars","Licensed","Episode IV","Normal","Box","Retail",7,4,200,29.99,0.14995,14006,2821
"3806","75271","Luke Skywalker's Landspeeder",2020,"Star Wars","Licensed","Episode IV","Normal","Box","{Not specified}",7,3,236,29.99,0.127076271186441,11171,2595
"3807","75272","Sith TIE Fighter",2020,"Star Wars","Licensed","Episode IX","Normal","Box","Retail",9,3,470,69.99,0.148914893617021,6872,2593
"3808","75273","Poe Dameron's X-wing Fighter",2020,"Star Wars","Licensed","Episode IX","Normal","Box","Retail",9,4,761,99.99,0.131392904073587,7810,3020
"3809","75274","TIE Fighter Pilot Helmet",2020,"Star Wars","Licensed","Helmet Collection","Normal","Box","{Not specified}",18,0,724,59.99,0.0828591160220994,11232,2933
"3810","75275","A-wing Starfighter",2020,"Star Wars","Licensed","Ultimate Collector Series","Normal","Box","LEGO exclusive",18,1,1673,199.99,0.119539748953975,9238,3908
"3811","75276","Stormtrooper Helmet",2020,"Star Wars","Licensed","Helmet Collection","Normal","Box","{Not specified}",18,0,647,59.99,0.0927202472952087,13225,2545
"3812","75277","Boba Fett Helmet",2020,"Star Wars","Licensed","Helmet Collection","Normal","Box","{Not specified}",18,0,625,59.99,0.095984,17631,2567
"3813","75278","D-O",2020,"Star Wars","Licensed","Episode IX","Normal","Box","Retail",10,1,519,69.99,0.13485549132948,7321,2039
"3814","75279","LEGO Star Wars Advent Calendar",2020,"Star Wars","Licensed","Seasonal","Normal","Box","Retail",6,10,311,29.23,0.0939871382636656,9685,1557
"3815","75280","501st Legion Clone Troopers",2020,"Star Wars","Licensed","The Clone Wars","Normal","Box","{Not specified}",7,6,285,29.99,0.105228070175439,23178,3502
"3816","75281","Anakin's Jedi Interceptor",2020,"Star Wars","Licensed","Episode III","Normal","Box","Retail",7,2,248,29.99,0.120927419354839,8616,2490
"3817","75283","Armored Assault Tank (AAT)",2020,"Star Wars","Licensed","The Clone Wars","Normal","Box","Retail",7,4,286,39.99,0.139825174825175,16896,2727
"3818","75284","Knights of Ren Transport Ship",2020,"Star Wars","Licensed","Episode IX","Normal","Box","Retail",9,3,595,69.99,0.11763025210084,5887,2057
"3819","75286","General Grievous's Starfighter",2020,"Star Wars","Licensed","Episode III","Normal","Box","Retail",9,3,487,79.99,0.164250513347023,5553,3047
"3820","75288","AT-AT",2020,"Star Wars","Licensed","Episode V","Normal","Box","Retail",10,6,1267,169.99,0.134167324388319,13095,4622
"3821","75290","Mos Eisley Cantina",2020,"Star Wars","Licensed","Master Builder Series","Normal","Box","LEGO exclusive",18,21,3187,399.99,0.12550674615626,12419,6018
"3822","75291","Death Star Final Duel",2020,"Star Wars","Licensed","Episode VI","Normal","Box","Retail",9,5,775,99.99,0.12901935483871,5042,3249
"3823","75292","The Razor Crest",2020,"Star Wars","Licensed","The Mandalorian","Normal","Box","Retail",10,5,1023,139.99,0.136842619745846,20312,5871
"3824","75293","Resistance I-TS Transport",2020,"Star Wars","Licensed","Galaxy's Edge","Normal","Box","Retail",9,4,932,99.99,0.107285407725322,4048,2454
"3825","75294","Bespin Duel",2020,"Star Wars","Licensed","Promotional","Normal","Box","Retail - limited",18,2,295,39.99,0.135559322033898,4938,4522
"3826","75317","The Mandalorian & The Child",2020,"BrickHeadz","Licensed","Star Wars","Normal","Box","Retail",NA,0,295,19.99,0.0677627118644068,18692,1333
"3827","75318","The Child",2020,"Star Wars","Licensed","The Mandalorian","Normal","Box","Retail",10,1,1073,89.99,0.0838676607642125,13862,2239
"3828","75549","Unstoppable Bike Chase",2020,"Minions: The Rise of Gru","Licensed",NA,"Normal","Box","Retail",NA,3,136,19.99,0.146985294117647,2478,508
"3829","75551","Brick-built Minions and their Lair",2020,"Minions: The Rise of Gru","Licensed",NA,"Normal","Box","Retail",8,3,876,49.99,0.0570662100456621,5482,1010
"3830","75939","Dr. Wu's Lab: Baby Dinosaurs Breakout",2020,"Jurassic World","Licensed","Legend of Isla Nublar","Normal","Box","Retail",NA,2,164,19.99,0.121890243902439,4346,1022
"3831","75940","Gallimimus and Pteranodon Breakout",2020,"Jurassic World","Licensed","Legend of Isla Nublar","Normal","Box","Retail",7,3,391,59.99,0.153427109974425,2146,998
"3832","75941","Indominus rex vs. Ankylosaurus",2020,"Jurassic World","Licensed","Legend of Isla Nublar","Normal","Box","Retail",8,5,537,99.99,0.186201117318436,2594,1455
"3833","75942","Velociraptor: Biplane Rescue Mission",2020,"Jurassic World","Licensed","Legend of Isla Nublar","Normal","Box","Retail",4,2,101,29.99,0.296930693069307,1645,827
"3834","75966","Hogwarts Room of Requirement",2020,"Harry Potter","Licensed","Order of the Phoenix","Normal","Box","Retail",7,4,193,19.99,0.103575129533679,12000,1967
"3835","75967","Forbidden Forest: Umbridge's Encounter",2020,"Harry Potter","Licensed","Order of the Phoenix","Normal","Box","Retail",8,5,253,29.99,0.118537549407115,10633,1927
